,phylum,class,order,family,genus,species,taxon
5463,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Rothia <bacteria>,Rothia mucilaginosa,Rothia mucilaginosa DY-18
6923,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga leadbetteri,Capnocytophaga leadbetteri
2988,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae
2867,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus sp. 15R,Marinilactibacillus sp. 15R
4405,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,Staphylococcus equorum
5450,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Auritidibacter,Auritidibacter sp. NML130574,Auritidibacter sp. NML130574
9831,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,,Moraxella <genus>
9846,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
9847,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
9848,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
2676,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus lehensis,Bacillus lehensis G1
3371,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis
623,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,,,Brucellaceae
1431,Cyanobacteria,,,,,,Cyanobacteria
1526,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter,,Gloeobacter
1584,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,Caldisericum exile,Caldisericum exile AZM16c01
1712,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2765,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus,Geobacillus stearothermophilus
3451,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,Lactobacillus helveticus
3470,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,Lactobacillus helveticus CNRZ32
4557,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
4688,,,,,,,Bacteria <prokaryotes>
4720,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. BIHB4019,Paenibacillus sp. BIHB4019
4909,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii DSM 20460
5684,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
6396,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172
7724,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila
8207,Proteobacteria,Epsilonproteobacteria,,,,,Epsilonproteobacteria
8267,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax sp. BALOs_7,Halobacteriovorax sp. BALOs_7
8400,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,Sulfuricaulis limicola,Sulfuricaulis limicola
8538,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas
8985,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,,Limnohabitans
9455,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia putida,Massilia putida
10583,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,Kushneria marisflavi,Kushneria marisflavi
10775,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas
12111,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
13468,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
2367,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus subtilis,Bacillus subtilis subsp. spizizenii ATCC 6633
2943,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,Enterococcus mundtii QU 25
4539,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
6691,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola sp. THG-3.7,Glaciecola sp. THG-3.7
7150,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
8515,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,Stenotrophomonas acidaminiphila
8567,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,Xanthomonadaceae
8913,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,,Alcaligenaceae
8982,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
10123,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa
3828,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum
7321,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,Prevotella jejuni
11658,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,Shigella
3584,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc kimchii,Leuconostoc kimchii
10588,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae,Zymobacter palmae
11520,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli UTI89
176,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
217,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter ishigakiensis,Altererythrobacter ishigakiensis
7403,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,,Arachidicoccus
8430,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas sp. SY21,Thermomonas sp. SY21
3340,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
9559,Proteobacteria,Gammaproteobacteria,,,,endosymbiont of unidentified scaly snail isolate Monju,endosymbiont of unidentified scaly snail isolate Monju
10631,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella baltica,Shewanella baltica BA175
13256,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,Psychromonas ingrahamii 37
3816,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum
9793,Proteobacteria,Gammaproteobacteria,,,,Calyptogena okutanii thioautotrophic gill symbiont,Candidatus Vesicomyosocius okutanii HA
3728,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3790,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3024,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,Streptococcus iniae
3940,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans,Fusobacterium gonidiaformans ATCC 25563
7315,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia
3546,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus GG
3698,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,Pediococcus acidilactici
3809,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
965,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
4963,,,,,,,Bacteria <prokaryotes>
13484,,,,,,,Bacteria <prokaryotes>
1754,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium thermocellum,Hungateiclostridium thermocellum DSM 1313
360,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1277,Spirochaetes <phylum>,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,,Brachyspira
3473,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3683,Firmicutes,Bacilli,Lactobacillales,,,,Lactobacillales
4113,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
6832,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
6833,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
7562,Nitrospirae,Nitrospira <class>,Nitrospirales,Nitrospiraceae,,,Nitrospiraceae
7752,Acidobacteria <phylum>,,,,,,Acidobacteria <phylum>
8206,Proteobacteria,Epsilonproteobacteria,Campylobacterales,,,,Campylobacterales
9011,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,Comamonadaceae
10830,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
11552,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11936,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12415,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
2683,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus krulwichiae,Bacillus krulwichiae
2746,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus amylolyticus,Anoxybacillus amylolyticus
3787,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3788,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
8184,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter hepaticus,Helicobacter hepaticus ATCC 51449
13085,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,Vibrio parahaemolyticus
3140,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3310,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
5589,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces
5750,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
7241,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides
7268,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
7280,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,,Bacteroides <genus>
7446,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella sp. SP2,Runella sp. SP2
8391,,,,,,,Bacteria <prokaryotes>
8420,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella thiooxydans,Dyella thiooxydans
6822,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp. MJ134,Maribacter sp. MJ134
7491,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG01,Hymenobacter sp. DG01
13017,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia hollisae,Grimontia hollisae
3691,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,Pediococcus acidilactici
3694,,,,,,,Terrabacteria group
3695,,,,,,,Terrabacteria group
4898,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella parvula
5720,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum
8763,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. 10022,Neisseria sp. 10022
8980,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia sp. oral taxon 894,Ottowia sp. oral taxon 894
11259,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633
11421,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11431,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11720,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11830,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12712,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae 86-028NP
4877,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,,Desulfotomaculum
2066,Firmicutes,,,,Ndongobacter,Ndongobacter massiliensis,Ndongobacter massiliensis
1116,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. NW-56,Deinococcus sp. NW-56
4540,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
7773,Candidatus Saccharibacteria,,,,,TM7 phylum sp. oral taxon 488,TM7 phylum sp. oral taxon 488
4503,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus str. JKD6008
1124,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus soli Cha et al. 2016,Deinococcus soli Cha et al. 2016
8,Proteobacteria,Alphaproteobacteria,,,Phreatobacter,,Phreatobacter
67,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium RH AL1,Beijerinckiaceae bacterium RH AL1
73,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,Methylosinus trichosporium OB3b
80,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,Rhizobiales bacterium PAMC 29148,Rhizobiales bacterium PAMC 29148
82,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
100,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,Rhodopseudomonas palustris
414,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter sp. HYN0069,Gemmobacter sp. HYN0069
419,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,Defluviimonas alba,Defluviimonas alba
427,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. CZR27,Rhodobacter sp. CZR27
522,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera methylohalidivorans,Leisingera methylohalidivorans DSM 14336
575,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1
789,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
792,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus,Asticcacaulis excentricus
826,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
828,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
845,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,Magnetospirillum gryphiswaldense MSR-1 v2
855,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,Candidatus Endolissoclinum faulkneri,Candidatus Endolissoclinum faulkneri
856,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,Candidatus Puniceispirillum marinum IMCC1322
961,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Rickettsiales bacterium Ac37b,Rickettsiales bacterium Ac37b
964,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Rickettsiales
1078,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1084,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter senegalensis,Acetobacter senegalensis
1279,Spirochaetes <phylum>,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,Turneriella parva DSM 21527
1455,Cyanobacteria,,,,,,Cyanobacteria
1695,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,Thermacetogenium phaeum DSM 12270
1862,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium cellulovorans,Clostridium cellulovorans 743B
2281,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2848,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,,Jeotgalibaca
3010,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Streptococcus dysgalactiae
3437,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acetotolerans,Lactobacillus acetotolerans
5073,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora tulbaghiae,Micromonospora tulbaghiae
5078,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. BB1,Plantactinospora sp. BB1
5080,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Plantactinospora,,Plantactinospora
5315,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CdTB01,Streptomyces sp. CdTB01
5328,Actinobacteria <phylum>,Actinobacteria <class>,Streptomycetales,Streptomycetaceae,,,Streptomycetaceae
5362,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
5378,Actinobacteria <phylum>,,,,,Actinobacteria bacterium IMCC25003,Actinobacteria bacterium IMCC25003
5392,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter indicus,Janibacter indicus
5461,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,,Kocuria
5532,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. YC-RL1,Arthrobacter sp. YC-RL1
5784,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,Beutenbergia cavernae DSM 12333
5871,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Salinibacterium,,Salinibacterium
5884,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium
5929,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
5931,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
5958,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,Nocardioides sp. JS614
5962,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,,,Nocardioidaceae
6037,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix espanaensis,Saccharothrix espanaensis DSM 44229
6050,Actinobacteria <phylum>,Actinobacteria <class>,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus sp. AHMU CJ021,Actinoalloteichus sp. AHMU CJ021
6425,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium avium subsp. paratuberculosis K-10
6449,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium shigaense,Mycobacterium shigaense
6519,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Rhodococcus <Bacteria>,Rhodococcus hoagii,Rhodococcus hoagii
6564,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia nova,Nocardia nova SH22a
6584,Actinobacteria <phylum>,Actinobacteria <class>,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura amylolytica,Actinomadura amylolytica
6603,Actinobacteria <phylum>,Actinobacteria <class>,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,Acidothermus cellulolyticus 11B
6701,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. ZB35,Myroides sp. ZB35
7360,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gotjawali,Mucilaginibacter gotjawali
7364,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HYN0043,Mucilaginibacter sp. HYN0043
7380,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7396,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,,Sphingobacteriaceae
7404,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,Filimonas lacunae,Filimonas lacunae
7405,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,Flavisolibacter tropicus
7407,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,Flavisolibacter
7423,Bacteroidetes <phylum>,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM 1100
7465,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella,Pseudarcicella sp. HME7025,Pseudarcicella sp. HME7025
7530,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,Ignavibacterium album JCM 16511
7564,Planctomycetes <phylum>,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,Candidatus Kuenenia stuttgartiensis
7575,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,,,,Planctomycetales
7698,Chlamydiae <phylum>,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydia
7707,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila,Lacunisphaera limnophila
7718,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,,Methylacidiphilum
7741,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium SBC82,Acidobacteriaceae bacterium SBC82
7744,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus saanensis,Terriglobus saanensis SP1PR4
7746,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,,Terriglobus
7749,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,,Acidobacteriaceae
7759,Elusimicrobia <phylum>,,,,,,Elusimicrobia <phylum>
7967,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. UCH001,Sulfurospirillum sp. UCH001
8295,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M18,Geobacter sp. M18
8301,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,Geobacter
8314,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desulfocapsa sulfexigens,Desulfocapsa sulfexigens DSM 10523
8330,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,,Desulfobacteraceae
8356,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans 2CP-1
8368,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,Corallococcus coralloides DSM 2259
8415,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella japonica,Dyella japonica A8
8428,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella koreensis,Dokdonella koreensis DS-123
8429,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium AQ6-296,Xanthomonadaceae bacterium AQ6-296
8581,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,Thiobacillus denitrificans ATCC 25259
