,phylum,class,order,family,genus,species,taxon
12365,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12496,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola
12838,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13002,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13007,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13252,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,Vibrionaceae
8592,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans,Gallionella capsiferriformans ES-2
1873,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
3491,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii
7312,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia
7514,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Flammeovirgaceae,Fabibacter,Fabibacter pacificus,Fabibacter pacificus
334,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,Zymomonas mobilis subsp. mobilis
8181,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,Helicobacter
4398,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pettenkoferi,Staphylococcus pettenkoferi
5862,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
8210,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Cetia,Cetia pacifica,Cetia pacifica
8292,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter uraniireducens,Geobacter uraniireducens Rf4
9834,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
13250,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,,Vibrionaceae
3153,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,Streptococcus pseudopneumoniae IS7493
3311,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus acidominimus,Streptococcus acidominimus
350,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus EPB
366,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp. Mor2,Hyphomonas sp. Mor2
784,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,Devosia
874,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,Azospirillum
1558,Aquificae <phylum>,Aquificae <class>,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Desulfurobacterium thermolithotrophum DSM 11699
3595,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,Leuconostoc
4145,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma haemocanis,Mycoplasma haemocanis str. Illinois
4642,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta,Brochothrix thermosphacta
4826,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus naphthalenovorans,Paenibacillus naphthalenovorans
5562,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Trueperella,,Trueperella
5964,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,Microlunatus phosphovorus NM-1
5967,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus aquimaris,Tessaracoccus aquimaris
6832,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
8713,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,Neisseria gonorrhoeae MS11
9459,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,Massilia
11901,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,,Cronobacter
10123,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa
3536,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus alimentarius,Lactobacillus alimentarius DSM 20249
47,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. C1,Methylobacterium sp. C1
3691,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,Pediococcus acidilactici
5477,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,Kocuria rosea,Kocuria rosea
3584,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc kimchii,Leuconostoc kimchii
3265,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3569,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3623,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,Weissella
11918,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12364,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12834,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
12923,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
13269,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Alteromonas macleodii
3715,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,Pediococcus pentosaceus
12290,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
13265,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. RKMC-009,Alteromonas sp. RKMC-009
2209,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2726,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,Bacillaceae
3335,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
4431,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
5482,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5491,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
5983,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,Acidipropionibacterium acidipropionici
6945,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,Capnocytophaga
10944,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
10947,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
11018,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea
11020,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea
11319,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,Salmonella
12110,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
13505,,,,,,,Bacteria <prokaryotes>
4893,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,,,Sporomusaceae
11909,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Izhakiella,Izhakiella sp. KSNA2,Izhakiella sp. KSNA2
3535,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus heilongjiangensis,Lactobacillus heilongjiangensis
8219,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,,,Desulfurellaceae
3340,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
12851,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rustigianii,Providencia rustigianii
9890,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii
12015,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii CFNIH1
1839,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,Clostridium tyrobutyricum
8952,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium olei,Aquabacterium olei
8972,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,Delftia
10120,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa
2089,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,Eubacterium
3795,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
3024,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,Streptococcus iniae
4843,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,Paenibacillus
4863,Firmicutes,Clostridia,Halanaerobiales,,,,Halanaerobiales
6024,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,,,Propionibacteriaceae
6027,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,,,Propionibacteriaceae
6317,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6830,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,Sediminicola sp. YIK13,Sediminicola sp. YIK13
12993,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia <bacteria>,Yersinia pestis,Yersinia pestis
351,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus ARL-13
599,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Phyllobacteriaceae
600,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,,Phyllobacteriaceae
726,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
1417,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,Microcystis aeruginosa NIES-2549
1517,Cyanobacteria,,Synechococcales,,,,Synechococcales
1576,Aquificae <phylum>,Aquificae <class>,Aquificales,Aquificaceae,,,Aquificaceae
1604,Thermotogae <phylum>,Thermotogae <class>,Petrotogales,Petrotogaceae,,,Petrotogaceae
1651,Thermotogae <phylum>,Thermotogae <class>,Thermotogales,,,,Thermotogales
4011,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae J
4121,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
4985,Chloroflexi <phylum>,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,Dehalococcoides mccartyi VS
5568,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces tangfeifanii <VUL4_3>,Actinomyces tangfeifanii <VUL4_3>
5686,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
6149,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6741,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
6828,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
6861,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
7115,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,Chryseobacterium
7547,,,,,,,Bacteria <prokaryotes>
7747,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,,Acidobacteriaceae
7967,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. UCH001,Sulfurospirillum sp. UCH001
10605,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera,Candidatus Portiera aleyrodidarum,Candidatus Portiera aleyrodidarum
12724,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,Haemophilus
12726,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,Haemophilus
12751,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
12842,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Candidatus Arsenophonus lipoptenae,Candidatus Arsenophonus lipoptenae
3546,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus GG
3772,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Lactobacillus plantarum ZJ316
5449,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Brevibacteriaceae,Brevibacterium,,Brevibacterium
10144,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri
1252,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1257,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
7406,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp. 17J28-1,Flavisolibacter sp. 17J28-1
13459,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
3898,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,Fusobacterium periodonticum
4516,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
1248,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema putidum,Treponema putidum
3171,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae JJA
9964,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,Moraxellaceae bacterium HYN0046,Moraxellaceae bacterium HYN0046
5631,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum
7270,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis YCH46
388,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus yeei,Paracoccus yeei
395,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
3267,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
4512,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
12139,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,[Enterobacter] lignolyticus,[Enterobacter] lignolyticus SCF1
12164,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12218,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae 1158
12255,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
8618,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,,,Methylophilaceae
2181,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia sp. 11kri321,Kurthia sp. 11kri321
3679,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oligofermentans,Lactobacillus oligofermentans DSM 15707 = LMG 22743
7788,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,,Sulfurimonas
8900,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,Castellaniella defragrans,Castellaniella defragrans 65Phen
8945,Proteobacteria,Betaproteobacteria,Burkholderiales,,,,Burkholderiales Genera incertae sedis
12405,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
398,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus <bacteria>,Paracoccus sp. Arc7-R13,Paracoccus sp. Arc7-R13
2683,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus krulwichiae,Bacillus krulwichiae
12727,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,Haemophilus
2632,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2066,Firmicutes,,,,Ndongobacter,Ndongobacter massiliensis,Ndongobacter massiliensis
2809,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus marisflavi,Bacillus marisflavi
9662,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,,Thioalkalivibrio
9802,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus singularis,Candidatus Thioglobus singularis
10490,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FGI182,Pseudomonas sp. FGI182
12422,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
9442,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,Herbaspirillum
1626,Thermotogae <phylum>,Thermotogae <class>,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga profunda,Thermotoga profunda AZM34c06
4784,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. HB172198,Paenibacillus sp. HB172198
12000,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii
12390,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,Pectobacterium
2353,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus paralicheniformis,Bacillus paralicheniformis
2564,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
3646,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri,Lactobacillus reuteri
5524,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus
8184,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter hepaticus,Helicobacter hepaticus ATCC 51449
13140,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio harveyi group
2653,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus simplex,Bacillus simplex NBRC 15720 = DSM 1321
1073,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas gilardii,Roseomonas gilardii
3596,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,Leuconostoc
5788,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,,Tropheryma,Tropheryma whipplei,Tropheryma whipplei str. Twist
7981,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter himalayensis,Helicobacter himalayensis
9391,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,Burkholderiaceae
12136,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,,Kosakonia
1109,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,,Acetobacteraceae
1593,Synergistetes,Synergistia,Synergistales,Synergistaceae,,,Synergistaceae
1826,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium pasteurianum,Clostridium pasteurianum
4200,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,,Mycoplasmataceae
7542,Deferribacteres <phylum>,Deferribacteres <class>,Deferribacterales,Deferribacteraceae,,,Deferribacteraceae
1135,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus
9348,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum
10503,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida F1
1116,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. NW-56,Deinococcus sp. NW-56
4539,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
2749,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus flavithermus,Anoxybacillus flavithermus
8259,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
844,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Rhodospirillaceae
3309,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
4824,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,Paenibacillus
9761,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,Francisella
10874,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter bugandensis,Enterobacter bugandensis
11369,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3
1589,Synergistetes,Synergistia,Synergistales,Synergistaceae,,,Synergistaceae
2889,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. FDAARGOS_553,Enterococcus sp. FDAARGOS_553
3522,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
6095,Actinobacteria <phylum>,Actinobacteria <class>,,,,,Actinobacteria <class>
7309,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia
9563,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,Thioflavicoccus mobilis 8321
10479,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10696,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. TH2012,Shewanella sp. TH2012
11211,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica
11389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. salamae serovar Greenside
11392,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica
12532,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,Enterobacterales
12914,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria rubrifaciens,Brenneria rubrifaciens
9955,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,Acinetobacter baumannii
6,Proteobacteria,Alphaproteobacteria,,,Phreatobacter,Phreatobacter stygius,Phreatobacter stygius
1362,Cyanobacteria,,Nostocales,Rivulariaceae,Calothrix,,Calothrix
2882,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,Vagococcus
4296,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,Spiroplasma citri
6859,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
12453,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Candidatus Blochmannia floridanus,Candidatus Blochmannia floridanus
1464,Cyanobacteria,,Synechococcales,Synechococcaceae,,,Synechococcaceae
4454,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,Staphylococcus capitis
5927,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,,,,Micrococcales
7452,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma pollinicola,Spirosoma pollinicola
7905,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,Campylobacter
3306,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius
5626,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum
11040,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
8772,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,Neisseria
4,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris,,Blastochloris
67,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium RH AL1,Beijerinckiaceae bacterium RH AL1
73,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,Methylosinus trichosporium OB3b
